year,km_driven,owner,brand,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,transmission_Automatic,transmission_Manual,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer
2014,0.04651015747621492,1,0.07,0,1,0,0,0,1,0,1,0
2015,0.024794259346043505,1,0.05,0,1,0,0,0,1,0,1,0
2019,0.006197635005293839,1,0.17,0,0,0,1,0,1,0,1,0
2019,0.009916959873443772,1,0.17,0,1,0,0,0,1,0,1,0
2019,0.03208413608761738,1,0.46,0,0,0,1,0,1,0,1,0
2019,0.012396509785543727,1,0.17,0,0,0,1,1,0,0,1,0
2009,0.06198750802754284,1,0.46,0,1,0,0,0,1,0,1,0
2014,0.04958975846704306,1,0.46,0,0,0,1,0,1,0,1,0
2009,0.12397625583004174,3,0.07,0,1,0,0,0,1,0,1,0
2009,0.09918075670904218,2,0.07,0,0,0,1,0,1,0,1,0
2012,0.1363740053905415,1,0.09,0,1,0,0,0,1,0,1,0
2009,0.16860815424784092,2,0.17,0,1,0,0,0,1,0,1,0
2012,0.09918075670904218,1,0.09,0,1,0,0,0,1,0,1,0
2009,0.06198750802754284,2,0.46,0,0,0,1,0,1,0,1,0
2008,0.037192008906543284,1,0.46,0,0,0,1,0,1,0,1,0
2012,0.012396509785543727,1,0.03,0,0,0,1,0,1,0,1,0
2009,0.11157850626954195,4,0.09,0,1,0,0,0,1,0,1,0
2015,0.1363740053905415,1,0.05,0,1,0,0,0,1,0,1,0
2012,0.14877175495104128,2,0.05,0,1,0,0,0,1,0,1,0
2014,0.11157850626954195,3,0.04,0,1,0,0,0,1,0,1,0
2016,0.024794259346043505,1,0.03,0,0,0,1,0,1,0,1,0
2011,0.11157850626954195,2,0.46,0,1,0,0,0,1,0,1,0
2010,0.06198750802754284,2,0.17,0,0,0,1,0,1,0,1,0
2019,0.01115673482949375,1,0.03,0,0,0,1,0,1,0,1,0
2011,0.0867830071485424,2,0.46,0,0,0,1,0,1,0,1,0
2018,0.030993134126293394,1,0.46,0,0,0,1,0,1,0,1,0
2019,0.012396509785543727,1,0.17,0,0,0,1,0,1,0,1,0
2009,0.11157850626954195,4,0.09,0,1,0,0,0,1,0,1,0
2011,0.07438525758804262,2,0.07,0,1,0,0,0,1,0,1,0
2013,0.0867830071485424,1,0.07,0,0,0,1,0,1,0,1,0
2014,0.030993134126293394,1,0.46,0,0,0,1,0,1,0,1,0
2003,0.09918075670904218,3,0.17,0,0,0,1,0,1,0,1,0
2011,0.0867830071485424,3,0.07,0,0,0,1,1,0,0,1,0
2017,0.07438525758804262,1,0.46,0,0,0,1,0,1,0,1,0
2020,0.024794259346043505,1,0.03,0,0,0,1,0,1,0,1,0
2017,0.07438525758804262,1,0.46,0,0,0,1,0,1,0,1,0
2016,0.09918075670904218,1,0.46,0,1,0,0,0,1,0,1,0
2015,0.0867830071485424,3,0.46,0,1,0,0,0,1,0,1,0
1999,0.002503105636264905,2,0.05,0,1,0,0,0,1,0,1,0
2007,0.12397625583004174,2,0.05,0,1,0,0,0,1,0,1,0
2013,0.09918075670904218,2,0.17,0,1,0,0,0,1,0,1,0
2011,0.14877175495104128,2,0.04,0,1,0,0,0,1,0,1,0
2006,0.12397625583004174,3,0.46,0,0,0,1,0,1,0,1,0
2010,0.07438525758804262,3,0.17,0,0,0,1,0,1,0,1,0
2010,0.1363740053905415,1,0.07,0,0,0,1,0,1,0,1,0
2014,0.11157850626954195,2,0.03,0,1,0,0,0,1,0,1,0
2012,0.04958975846704306,1,0.07,0,1,0,0,0,1,0,1,0
2009,0.07438525758804262,2,0.46,0,0,0,1,0,1,0,1,0
2013,0.11653760609374186,2,0.03,0,1,0,0,0,1,0,1,0
2008,0.12397625583004174,1,0.46,0,0,0,1,0,1,0,1,0
2018,0.030993134126293394,1,0.05,0,1,0,0,0,1,0,1,0
2007,0.11157850626954195,1,0.46,0,0,0,1,0,1,0,1,0
2016,0.04958975846704306,1,0.05,0,1,0,0,0,1,0,1,0
2010,0.11157850626954195,2,0.17,1,0,0,0,0,1,0,1,0
2020,0.0013625126766989256,4,0.46,0,0,0,1,0,1,0,1,0
2011,0.0867830071485424,3,0.46,0,1,0,0,0,1,0,1,0
2005,0.14877175495104128,1,0.09,0,1,0,0,0,1,0,1,0
2000,0.10971884383546698,4,0.46,0,0,0,1,0,1,0,1,0
2016,0.0867830071485424,2,0.03,0,0,0,1,0,1,0,1,0
2010,0.1586899545994411,1,0.09,0,0,0,1,0,1,0,1,0
2012,0.14877175495104128,1,0.09,0,1,0,0,0,1,0,1,0
2009,0.06513157731608558,1,0.46,0,0,0,1,0,1,0,1,0
2006,0.0867830071485424,1,0.03,0,0,0,1,1,0,0,1,0
2015,0.07438525758804262,1,0.17,0,1,0,0,0,1,0,1,0
2016,0.1363740053905415,1,0.05,0,1,0,0,0,1,0,1,0
2008,0.10537963148929207,1,0.17,0,0,0,1,0,1,0,1,0
2010,0.16736837929179096,1,0.17,0,1,0,0,0,1,0,1,0
2012,0.10661940644534204,4,0.07,0,1,0,0,0,1,0,1,0
2010,0.06198750802754284,1,0.46,0,0,0,1,0,1,0,1,0
2019,0.0024163213893414067,1,0.46,0,0,0,1,0,1,0,1,0
2005,0.14678811502136133,1,0.46,0,0,0,1,0,1,0,1,0
2007,0.0867830071485424,2,0.03,0,0,0,1,0,1,0,1,0
2012,0.07438525758804262,2,0.17,0,0,0,1,0,1,0,1,0
2015,0.08430345723644245,1,0.07,0,1,0,0,0,1,0,1,0
2017,0.05765697410606027,1,0.46,0,1,0,0,0,1,0,0,1
2017,0.008032501940247806,1,0.04,0,0,0,1,0,1,0,0,1
2017,0.03976702149025909,1,0.46,0,1,0,0,0,1,0,0,1
2018,0.023687140310290875,1,0.04,0,0,0,1,0,1,0,0,1
2017,0.02289616388833099,1,0.17,0,0,0,1,0,1,0,0,1
2015,0.034981490159906176,1,0.46,0,0,0,1,0,1,0,0,1
2016,0.09023825995105368,1,0.46,0,1,0,0,0,1,0,0,1
2017,0.03850988968482441,1,0.46,0,0,0,1,0,1,0,0,1
2017,0.09873567749982023,1,0.04,0,1,0,0,1,0,0,0,1
2015,0.07276363194552925,1,0.17,0,1,0,0,0,1,0,0,1
2015,0.06791859141728593,1,0.17,0,1,0,0,0,1,0,0,1
2016,0.07953776230538633,1,0.04,0,0,0,1,0,1,0,0,1
2007,0.06694660785174275,1,0.46,0,0,0,1,0,1,0,1,0
2012,0.1202569309618918,1,0.07,0,1,0,0,0,1,0,1,0
2009,0.14877175495104128,2,0.46,0,0,0,1,1,0,0,1,0
2019,0.019835159521843594,1,0.17,0,0,0,1,1,0,0,1,0
2019,0.07438525758804262,1,0.46,0,0,0,1,1,0,0,1,0
2016,0.0644670579396428,1,0.07,0,0,0,1,0,1,1,0,0
2010,0.1363740053905415,4,0.46,0,1,0,0,0,1,0,1,0
2016,0.07438525758804262,2,0.05,0,1,0,0,1,0,0,1,0
2005,0.12397625583004174,3,0.07,0,0,0,1,0,1,0,1,0
2017,0.043390883686793176,1,0.03,0,0,0,1,0,1,0,1,0
2017,0.059507958115442884,3,0.46,0,0,0,1,0,1,0,1,0
2005,0.024794259346043505,2,0.46,0,0,0,1,0,1,0,1,0
2017,0.037192008906543284,1,0.46,0,0,0,1,0,1,0,1,0
2005,0.04958975846704306,2,0.46,0,0,0,1,0,1,0,1,0
2013,0.07438525758804262,1,0.17,0,0,0,1,0,1,0,1,0
2012,0.0867830071485424,2,0.17,0,0,0,1,0,1,0,1,0
2009,0.14877175495104128,1,0.09,0,1,0,0,0,1,0,1,0
2016,0.037192008906543284,1,0.07,0,0,0,1,0,1,0,1,0
2012,0.09918075670904218,2,0.09,0,1,0,0,0,1,0,1,0
2019,0.011776622307518738,1,0.07,0,1,0,0,1,0,0,1,0
2013,0.09918075670904218,1,0.17,0,0,0,1,0,1,0,1,0
2016,0.09918075670904218,1,0.17,0,0,0,1,0,1,0,1,0
2017,0.03595223395049331,1,0.05,0,1,0,0,0,1,0,1,0
2011,0.14877175495104128,1,0.07,0,1,0,0,0,1,0,1,0
2015,0.07438525758804262,1,0.04,0,0,0,1,0,1,0,1,0
2018,0.024794259346043505,1,0.05,0,1,0,0,0,1,0,1,0
2016,0.02727380925814346,1,0.07,0,0,0,1,0,1,0,1,0
2012,0.06198750802754284,1,0.07,0,0,0,1,0,1,0,1,0
2012,0.06198750802754284,1,0.07,0,1,0,0,0,1,0,1,0
2007,0.10087428929900645,1,0.46,0,0,0,1,0,1,0,1,0
2006,0.1363740053905415,1,0.46,0,0,0,1,0,1,0,1,0
2013,0.12397625583004174,1,0.07,0,0,0,1,0,1,0,1,0
2006,0.37193124704003727,1,0.04,0,1,0,0,0,1,0,1,0
2016,0.024794259346043505,1,0.05,0,1,0,0,0,1,0,1,0
2012,0.11157850626954195,1,0.03,0,1,0,0,0,1,0,1,0
2013,0.0867830071485424,1,0.07,0,0,0,1,0,1,0,1,0
2013,0.14877175495104128,1,0.03,0,1,0,0,0,1,0,1,0
2016,0.06570683289569278,2,0.03,0,0,0,1,0,1,0,1,0
2017,0.037192008906543284,1,0.46,0,0,0,1,0,1,0,1,0
2012,0.11157850626954195,2,0.46,0,0,0,1,0,1,0,1,0
2012,0.11157850626954195,2,0.46,0,0,0,1,0,1,0,1,0
2014,0.30250384950123854,1,0.04,0,1,0,0,0,1,0,1,0
1997,0.14877175495104128,3,0.05,0,1,0,0,0,1,0,1,0
2012,0.07438525758804262,1,0.46,0,0,1,0,0,1,0,1,0
2017,0.018595384565793616,1,0.17,0,0,0,1,0,1,0,1,0
2005,0.18596500363254062,2,0.07,0,1,0,0,0,1,0,1,0
2018,0.037192008906543284,2,0.05,0,1,0,0,0,1,0,1,0
2011,0.386808546512637,3,0.07,0,1,0,0,0,1,0,1,0
2007,0.06694660785174275,1,0.46,0,0,0,1,0,1,0,1,0
2005,0.08306368228039246,1,0.46,0,0,0,1,0,1,0,1,0
2017,0.04958975846704306,1,0.46,0,1,0,0,0,1,0,1,0
2008,0.12397625583004174,1,0.17,0,0,0,1,0,1,0,1,0
2015,0.12397625583004174,2,0.09,0,1,0,0,0,1,0,1,0
2005,0.09918075670904218,1,0.46,0,0,0,1,0,1,0,1,0
2014,0.17976612885229074,2,0.04,0,1,0,0,0,1,0,1,0
2013,0.06570683289569278,1,0.03,0,1,0,0,0,1,0,1,0
2015,0.09050233201669233,3,0.46,0,1,0,0,0,1,0,1,0
2011,0.11157850626954195,3,0.46,0,1,0,0,0,1,0,1,0
2013,0.09918075670904218,3,0.46,0,1,0,0,0,1,0,1,0
2011,0.12397625583004174,1,0.07,1,0,0,0,0,1,0,1,0
2011,0.11157850626954195,3,0.07,0,1,0,0,0,1,0,1,0
2013,0.2479537514350395,1,0.04,0,1,0,0,0,1,0,1,0
2020,0.009049117404208789,1,0.17,0,0,0,1,0,1,0,1,0
2017,0.037192008906543284,1,0.07,0,0,0,1,0,1,0,1,0
2015,0.14877175495104128,1,0.09,0,1,0,0,0,1,0,1,0
2008,0.11157850626954195,2,0.46,0,0,0,1,0,1,0,1,0
2013,0.030993134126293394,3,0.05,0,1,0,0,0,1,0,1,0
2012,0.0867830071485424,2,0.46,1,0,0,0,0,1,0,1,0
2018,0.007437409961343817,1,0.17,0,0,0,1,0,1,0,1,0
2010,0.04463065864284315,1,0.46,0,0,0,1,0,1,0,1,0
2016,0.060747733071492865,1,0.46,0,1,0,0,0,1,0,1,0
2015,0.02727380925814346,1,0.17,0,0,0,1,0,1,0,1,0
1998,0.043390883686793176,2,0.46,0,0,1,0,0,1,0,1,0
2019,0.029753359170243417,1,0.05,0,1,0,0,0,1,0,1,0
2018,0.024794259346043505,1,0.46,0,1,0,0,0,1,0,1,0
2009,0.06198750802754284,2,0.46,0,0,1,0,0,1,0,1,0
2016,0.0867830071485424,1,0.04,0,1,0,0,0,1,0,1,0
2016,0.07438525758804262,1,0.46,0,0,0,1,0,1,0,1,0
2015,0.043390883686793176,1,0.07,0,1,0,0,1,0,0,1,0
2008,0.07438525758804262,1,0.17,0,0,0,1,0,1,0,1,0
2013,0.07438525758804262,1,0.05,0,1,0,0,0,1,0,1,0
2017,0.07438525758804262,2,0.46,0,1,0,0,0,1,0,1,0
2015,0.0867830071485424,2,0.46,0,0,0,1,0,1,0,1,0
2007,0.16736837929179096,2,0.17,0,0,0,1,0,1,0,1,0
2001,0.08993079576195329,2,0.46,0,0,0,1,0,1,0,1,0
2017,0.030993134126293394,1,0.46,0,0,0,1,0,1,0,1,0
2015,0.06198750802754284,1,0.46,0,1,0,0,0,1,0,1,0
2020,0.0001239774956049978,0,0.07,0,1,0,0,0,1,1,0,0
2020,0.0001239774956049978,0,0.07,0,0,0,1,0,1,1,0,0
2020,0.0001239774956049978,0,0.07,0,1,0,0,0,1,1,0,0
2015,0.0648737041252272,1,0.07,0,1,0,0,0,1,1,0,0
2013,0.037192008906543284,1,0.17,0,0,0,1,0,1,0,1,0
2016,0.11344436757839717,1,0.07,0,1,0,0,1,0,1,0,0
2018,0.043390883686793176,1,0.46,0,0,0,1,0,1,0,1,0
2015,0.07438525758804262,1,0.46,0,1,0,0,0,1,0,1,0
2015,0.025414146824068496,1,0.17,0,0,0,1,0,1,0,1,0
2013,0.2479537514350395,1,0.09,0,1,0,0,0,1,0,1,0
2008,0.19092410345674055,3,0.04,0,1,0,0,0,1,0,1,0
2011,0.14877175495104128,2,0.04,0,0,0,1,0,1,0,1,0
2009,0.06198750802754284,4,0.46,0,0,0,1,0,1,0,1,0
2015,0.16736837929179096,1,0.46,0,1,0,0,0,1,0,1,0
2009,0.12397625583004174,1,0.05,0,1,0,0,0,1,0,1,0
2017,0.04958975846704306,1,0.46,0,1,0,0,0,1,0,1,0
2014,0.0867830071485424,1,0.46,0,1,0,0,0,1,0,1,0
2011,0.164888829379691,2,0.46,0,1,0,0,0,1,0,1,0
2004,0.1363740053905415,2,0.17,0,0,0,1,0,1,0,1,0
2013,0.22315825231403996,3,0.09,0,1,0,0,0,1,0,1,0
2013,0.14877175495104128,1,0.03,0,1,0,0,0,1,0,1,0
2010,0.09918075670904218,2,0.46,0,0,0,1,0,1,0,1,0
2014,0.018595384565793616,1,0.03,0,0,0,1,1,0,0,1,0
2005,0.0867830071485424,1,0.17,0,0,0,1,0,1,0,1,0
2008,0.051725890716317176,2,0.17,0,0,0,1,0,1,0,1,0
2010,0.0867830071485424,1,0.46,0,0,0,1,0,1,0,1,0
2012,0.024794259346043505,2,0.46,0,0,0,1,0,1,0,1,0
2013,0.0012385351810939279,2,0.03,0,1,0,0,0,1,1,0,0
2018,0.03266683031696087,1,0.46,0,1,0,0,0,1,1,0,0
2015,0.08522708957869968,1,0.09,0,1,0,0,0,1,1,0,0
2016,0.05826818315939291,1,0.05,0,1,0,0,0,1,0,1,0
2017,0.03383097900069179,1,0.46,0,0,0,1,1,0,1,0,0
2016,0.0305740901911485,1,0.17,0,0,0,1,0,1,1,0,0
2013,0.04587043359889313,1,0.46,0,1,0,0,0,1,1,0,0
2014,0.03501620385867557,1,0.07,0,1,0,0,0,1,1,0,0
2017,0.0334788829131736,1,0.17,0,1,0,0,0,1,1,0,0
2014,0.04863141242601643,1,0.17,0,0,0,1,0,1,1,0,0
2016,0.038886781271463604,1,0.05,0,1,0,0,0,1,1,0,0
2008,0.043400801886441576,1,0.46,0,0,0,1,0,1,1,0,0
2009,0.0334788829131736,1,0.17,0,0,0,1,0,1,1,0,0
2004,0.12398245470482198,2,0.17,0,0,0,1,0,1,1,0,0
2013,0.05611593383569015,1,0.17,0,1,0,0,0,1,1,0,0
2014,0.04846528258190573,1,0.46,0,0,0,1,0,1,1,0,0
2013,0.056087419011700994,1,0.03,0,0,0,1,0,1,1,0,0
2014,0.014876059697643683,1,0.17,0,0,0,1,0,1,1,0,0
2018,0.0034316970783463386,1,0.07,0,0,0,1,0,1,1,0,0
2011,0.05346777452956739,1,0.09,0,1,0,0,0,1,1,0,0
2010,0.1363740053905415,2,0.17,0,0,0,1,0,1,0,1,0
2004,0.06198750802754284,2,0.46,0,0,0,1,0,1,0,1,0
2010,0.07438525758804262,2,0.17,0,0,0,1,0,1,0,1,0
2014,0.0867830071485424,3,0.05,0,1,0,0,0,1,0,1,0
2015,0.027589951871936205,1,0.07,0,0,0,1,0,1,0,1,0
2013,0.07340955469763129,1,0.17,0,0,0,1,0,1,0,1,0
2015,0.06818638280779273,1,0.05,0,1,0,0,0,1,0,1,0
2011,0.09918075670904218,1,0.07,0,1,0,0,0,1,0,1,0
2011,0.09918075670904218,1,0.07,0,1,0,0,0,1,0,1,0
2018,0.04958975846704306,1,0.03,0,1,0,0,0,1,0,1,0
2014,0.2107605027535402,1,0.05,0,1,0,0,0,1,0,1,0
2011,0.2107605027535402,2,0.09,0,1,0,0,0,1,0,1,0
2007,0.0867830071485424,3,0.03,0,0,0,1,0,1,0,1,0
2020,0.0012509329306544276,0,0.07,0,0,0,1,0,1,1,0,0
2020,0.0012509329306544276,0,0.07,0,0,0,1,0,1,1,0,0
2020,0.0013761502012154753,0,0.07,0,0,0,1,0,1,1,0,0
2020,0.0012509329306544276,0,0.07,0,0,0,1,0,1,1,0,0
2020,0.0012509329306544276,0,0.07,0,1,0,0,0,1,1,0,0
2020,0.0012509329306544276,0,0.07,0,0,0,1,0,1,1,0,0
2020,0.0012509329306544276,0,0.07,0,1,0,0,0,1,1,0,0
2020,0.0012509329306544276,0,0.07,0,0,0,1,0,1,1,0,0
2006,0.14877175495104128,2,0.09,0,1,0,0,0,1,0,1,0
2013,0.0867830071485424,3,0.03,0,1,0,0,0,1,0,1,0
2011,0.07438525758804262,2,0.09,0,1,0,0,0,1,0,1,0
2015,0.0867830071485424,1,0.05,0,1,0,0,0,1,0,1,0
2009,0.1363740053905415,2,0.05,0,1,0,0,0,1,0,1,0
2012,0.09918075670904218,3,0.46,0,1,0,0,0,1,0,1,0
2007,0.09918075670904218,2,0.03,0,0,0,1,0,1,0,1,0
2006,0.1363740053905415,2,0.17,0,0,0,1,0,1,0,1,0
2019,0.06198750802754284,1,0.05,0,1,0,0,0,1,0,1,0
2011,0.1425728801707914,4,0.09,0,1,0,0,0,1,0,1,0
2013,0.09918075670904218,1,0.46,0,0,0,1,0,1,0,1,0
2018,0.030993134126293394,1,0.07,0,1,0,0,0,1,0,1,0
2017,0.060704340948031114,1,0.07,0,0,0,1,0,1,1,0,0
2019,0.006403437647998136,0,0.07,0,0,0,1,0,1,1,0,0
2012,0.09458119162209676,1,0.05,0,1,0,0,0,1,1,0,0
2016,0.0867830071485424,2,0.05,0,1,0,0,1,0,0,1,0
2016,0.043390883686793176,1,0.05,0,1,0,0,0,1,0,1,0
2017,0.030993134126293394,1,0.46,0,1,0,0,1,0,0,1,0
2017,0.030993134126293394,1,0.46,0,1,0,0,1,0,0,1,0
2016,0.05826818315939291,1,0.46,0,1,0,0,0,1,1,0,0
2013,0.05673830086362724,2,0.05,0,1,0,0,0,1,0,1,0
2007,0.09765707328805676,2,0.09,0,1,0,0,0,1,1,0,0
2010,0.09838358141230204,1,0.46,0,1,0,0,0,1,1,0,0
2012,0.03471245899444333,1,0.07,0,1,0,0,0,1,0,1,0
2012,0.08926255706064236,2,0.17,0,1,0,0,1,0,1,0,0
2011,0.09513413125249505,2,0.07,0,1,0,0,0,1,1,0,0
2007,0.0867830071485424,2,0.46,0,0,0,1,0,1,0,1,0
2012,0.09918075670904218,2,0.03,0,1,0,0,1,0,0,1,0
2009,0.07438525758804262,2,0.46,0,0,1,0,0,1,0,1,0
2012,0.09546143184089224,3,0.07,0,1,0,0,0,1,1,0,0
2005,0.11485771102829415,4,0.07,0,1,0,0,0,1,1,0,0
2007,0.12626859972377813,2,0.07,0,1,0,0,0,1,1,0,0
2004,0.14877175495104128,4,0.05,0,1,0,0,0,1,0,1,0
2012,0.09918075670904218,1,0.17,0,0,0,1,0,1,0,1,0
2014,0.0867830071485424,2,0.05,0,1,0,0,0,1,0,1,0
2017,0.14877175495104128,1,0.46,0,1,0,0,0,1,0,1,0
2013,0.05206930837914302,3,0.46,0,0,0,1,0,1,0,1,0
2012,0.14877175495104128,3,0.46,0,1,0,0,0,1,0,1,0
2012,0.1932003302760483,2,0.09,0,1,0,0,0,1,0,1,0
2011,0.07314548263199264,2,0.46,0,0,0,1,0,1,0,1,0
2009,0.07438525758804262,1,0.07,0,0,0,1,0,1,0,1,0
2018,0.0867830071485424,2,0.17,0,1,0,0,0,1,0,1,0
2014,0.024794259346043505,1,0.07,0,1,0,0,0,1,0,1,0
2012,0.14877175495104128,3,0.05,0,1,0,0,0,1,0,1,0
2016,0.04958975846704306,1,0.03,0,0,0,1,0,1,0,1,0
2011,0.11157850626954195,3,0.07,0,1,0,0,0,1,0,1,0
2012,0.11033873131349198,2,0.05,0,1,0,0,0,1,0,1,0
2013,0.09918075670904218,3,0.04,0,1,0,0,0,1,0,1,0
2009,0.2479537514350395,4,0.46,0,1,0,0,0,1,0,1,0
2015,0.06198750802754284,1,0.05,0,1,0,0,0,1,0,1,0
2012,0.043390883686793176,3,0.09,0,0,0,1,0,1,0,1,0
2013,0.0012385351810939279,2,0.03,0,1,0,0,0,1,1,0,0
2018,0.012396509785543727,1,0.07,0,1,0,0,1,0,1,0,0
2013,0.10661940644534204,1,0.07,0,1,0,0,1,0,1,0,0
2019,0.037192008906543284,1,0.07,0,1,0,0,1,0,1,0,0
2016,0.06521092291327278,1,0.17,0,1,0,0,0,1,0,1,0
2012,0.1363740053905415,2,0.46,0,0,0,1,0,1,0,1,0
2017,0.02465788410087801,1,0.17,0,0,0,1,1,0,1,0,0
2016,0.008806121512822992,1,0.46,0,0,0,1,0,1,0,0,1
2015,0.014774398151247585,1,0.46,0,0,0,1,0,1,0,0,1
2017,0.013028795013129217,1,0.17,0,0,0,1,1,0,1,0,0
2016,0.05082953342309304,1,0.07,0,0,0,1,0,1,1,0,0
2017,0.058469026702273004,1,0.04,0,1,0,0,1,0,0,0,1
2015,0.05699617405448563,1,0.46,0,1,0,0,0,1,0,0,1
2012,0.06176930763527804,1,0.17,0,0,0,1,0,1,1,0,0
2013,0.07252559515396766,1,0.07,0,1,0,0,1,0,1,0,0
2005,0.07014522723835169,1,0.17,0,0,0,1,0,1,1,0,0
2012,0.0644670579396428,1,0.07,0,1,0,0,0,1,1,0,0
2015,0.06860790629284973,1,0.17,0,0,0,1,0,1,0,0,1
2017,0.05765697410606027,1,0.46,0,1,0,0,0,1,0,0,1
2014,0.2479537514350395,3,0.07,0,1,0,0,0,1,0,1,0
2009,0.14877175495104128,1,0.46,0,0,0,1,0,1,0,1,0
2008,0.11157850626954195,1,0.09,0,1,0,0,0,1,0,1,0
2013,0.08058413236829251,1,0.09,0,1,0,0,0,1,0,1,0
2014,0.06198750802754284,1,0.07,0,1,0,0,0,1,0,1,0
2012,0.04091133377469322,1,0.46,0,1,0,0,0,1,0,1,0
2016,0.047110208554943106,1,0.46,0,0,0,1,0,1,0,1,0
2012,0.04958975846704306,1,0.46,0,0,0,1,0,1,0,1,0
2012,0.06818638280779273,2,0.07,0,1,0,0,0,1,0,1,0
2017,0.03223290908234337,2,0.05,0,1,0,0,0,1,0,1,0
2016,0.09918075670904218,1,0.09,0,1,0,0,0,1,0,1,0
2018,0.04958975846704306,1,0.46,0,0,0,1,0,1,0,1,0
2011,0.14877175495104128,1,0.07,0,1,0,0,0,1,0,1,0
2006,0.07838973069608404,2,0.46,0,0,0,1,0,1,0,1,0
2006,0.14877175495104128,2,0.05,0,1,0,0,0,1,0,1,0
2005,0.12397625583004174,3,0.46,0,0,0,1,0,1,0,1,0
2015,0.09546143184089224,2,0.17,0,1,0,0,0,1,0,1,0
2016,0.037192008906543284,1,0.46,0,0,0,1,0,1,0,1,0
2015,0.04958975846704306,1,0.46,0,0,0,1,0,1,0,1,0
2017,0.043390883686793176,1,0.46,0,0,0,1,0,1,0,1,0
2018,0.006197635005293839,1,0.05,0,1,0,0,0,1,0,1,0
2014,0.043390883686793176,1,0.46,0,0,0,1,0,1,0,1,0
2008,0.11157850626954195,1,0.09,0,1,0,0,0,1,0,1,0
2013,0.08058413236829251,1,0.09,0,1,0,0,0,1,0,1,0
2012,0.09918075670904218,2,0.09,0,1,0,0,0,1,0,1,0
2014,0.06198750802754284,1,0.07,0,1,0,0,0,1,0,1,0
2012,0.04091133377469322,1,0.46,0,1,0,0,0,1,0,1,0
2016,0.047110208554943106,1,0.46,0,0,0,1,0,1,0,1,0
2012,0.04958975846704306,1,0.46,0,0,0,1,0,1,0,1,0
2012,0.06818638280779273,2,0.07,0,1,0,0,0,1,0,1,0
2017,0.018595384565793616,1,0.09,0,0,0,1,0,1,0,1,0
2017,0.03223290908234337,2,0.05,0,1,0,0,0,1,0,1,0
2016,0.09918075670904218,1,0.09,0,1,0,0,0,1,0,1,0
2012,0.09918075670904218,1,0.04,0,1,0,0,0,1,0,1,0
2018,0.04958975846704306,1,0.46,0,0,0,1,0,1,0,1,0
2011,0.14877175495104128,1,0.07,0,1,0,0,0,1,0,1,0
2013,0.0867830071485424,1,0.46,0,0,0,1,0,1,0,1,0
2006,0.07838973069608404,2,0.46,0,0,0,1,0,1,0,1,0
2006,0.14877175495104128,2,0.05,0,1,0,0,0,1,0,1,0
2015,0.055788633247292954,2,0.07,0,0,0,1,0,1,0,1,0
2006,0.04958975846704306,2,0.46,0,0,0,1,0,1,0,1,0
2005,0.12397625583004174,3,0.46,0,0,0,1,0,1,0,1,0
2008,0.1363740053905415,3,0.09,0,0,0,1,0,1,0,1,0
2012,0.11157850626954195,2,0.17,0,1,0,0,0,1,0,1,0
2018,0.030993134126293394,1,0.46,0,1,0,0,0,1,0,1,0
2005,0.05826818315939291,1,0.17,0,0,0,1,0,1,0,1,0
2013,0.07438525758804262,1,0.03,0,1,0,0,0,1,0,1,0
2010,0.14877175495104128,2,0.17,0,1,0,0,0,1,0,1,0
2008,0.14877175495104128,1,0.46,0,1,0,0,0,1,0,1,0
2012,0.17356725407204085,2,0.46,0,1,0,0,0,1,0,1,0
2019,0.0012397749560499778,1,0.07,0,1,0,0,0,1,1,0,0
2017,0.002178284597779811,1,0.07,0,0,0,1,1,0,1,0,0
2018,0.0017989134612285177,1,0.07,0,0,0,1,1,0,1,0,0
2017,0.04354213623143127,1,0.07,0,1,0,0,0,1,1,0,0
2015,0.11482795642934894,1,0.46,0,1,0,0,0,1,1,0,0
2015,0.11430353162293981,2,0.07,0,0,0,1,0,1,1,0,0
2019,0.006197635005293839,1,0.46,0,1,0,0,0,1,0,1,0
2013,0.06198750802754284,1,0.07,0,0,0,1,0,1,0,1,0
2016,0.09174210697274231,1,0.17,0,1,0,0,1,0,0,1,0
2017,0.04958975846704306,1,0.07,0,1,0,0,1,0,0,1,0
2019,0.02727380925814346,1,0.46,0,1,0,0,1,0,0,1,0
2007,0.12397625583004174,2,0.46,0,0,0,1,0,1,0,1,0
2019,0.04958975846704306,1,0.09,0,1,0,0,0,1,0,1,0
2017,0.037192008906543284,1,0.07,0,1,0,0,1,0,0,1,0
2016,0.02851358421419344,1,0.03,0,0,0,1,0,1,0,1,0
2009,0.037192008906543284,1,0.09,0,1,0,0,0,1,0,1,0
2010,0.06198750802754284,1,0.09,0,0,0,1,0,1,0,1,0
2010,0.12397625583004174,2,0.46,0,1,0,0,0,1,0,1,0
2011,0.0867830071485424,2,0.46,0,0,0,1,0,1,0,1,0
2013,0.07438525758804262,2,0.46,0,0,0,1,0,1,0,1,0
2006,0.11157850626954195,2,0.46,0,0,0,1,0,1,0,1,0
2007,0.2851470001165389,2,0.05,0,1,0,0,0,1,0,1,0
2012,0.04958975846704306,1,0.09,0,1,0,0,0,1,0,1,0
2019,0.018595384565793616,1,0.03,0,0,0,1,0,1,0,1,0
